title,marks,condition,category,height,width,length,weight,create_date,target_group,is_painting_hint,is_icon_hint,is_coin_hint,is_doc_hint
"Брошюра: Излучатели рентгеновские РЕИС-Д, РЕИС-И: Паспорт и инструкция по применению рентгеновского излучателя РЕИС-Д для рентгенодиагностики конечностей. - Б.М., 1984. - 24 с. с илл. и схемами. СССР. Обложка мягкая бумажная белого цвета. Бумага. 21,5х14 см. ПМ КП 22799/5",Нет данных,Без видимых повреждений,ПЕЧАТНЫЕ ИЗДАНИЯ,NA,NA,NA,NA,2018-09-07T14:00:56+03:00,DOCUMENTS,0,0,0,0
"Листовка: Трубки рентгеновские ВС-1: Паспорт, инструкция по эксплуатации. - Б.М., 1982. - 2 л. СССР, 1982 г. Белого цвета. Бумага. 21х14,5 см. ПМ КП 22799/6",Нет данных,Без видимых повреждений,ПЕЧАТНЫЕ ИЗДАНИЯ,NA,NA,NA,NA,2018-09-07T14:00:56+03:00,DOCUMENTS,0,0,0,0
"Листовка: Рентгеновский излучатель для медицинских целей РЕИС. - Б.М., 1985. - 1 л. СССР, 1985 г. Содержание: основные особенности и техническая характеристика излучателя, на русском и немецком языках. Листовка бумажная, белого цвета, с изображением излучателя. Бумага. 21,5х14,5 см. ПМ КП 22799/7",Нет данных,Без видимых повреждений,ПЕЧАТНЫЕ ИЗДАНИЯ,NA,NA,NA,NA,2018-09-07T14:00:56+03:00,DOCUMENTS,0,0,0,1
"Заявление заводчика Кузнецова М.Н. в Комитет по устройству Политехнической выставки о намерении представить паровой котел. Российская империя, г. Москва. 1871 г. ноябрь. На одном листе. Автограф, рукопись. Бумага. 35,0х22,0 см. ПМ КП 16456/39",Нет данных,Без видимых повреждений,АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T15:35:24+03:00,DOCUMENTS,0,0,0,1
"Письмо председателя Комитета по устройству выставки князя Голицына С.М. в Комиссию по [устройству Ручного труда] по поводу предметов и [образцов] из Новгородской губернии. Российская империя, г. Москва. 1871 г. На одном листе. Специальный бланк, автограф, рукопись. Бумага. 35,0х22,0 см. ПМ КП 16460/29",Нет данных,Без видимых повреждений,АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T15:35:30+03:00,DOCUMENTS,0,0,0,1
"Письмо господина Морозова в Комитет по устройству Политехнической выставки о намерении экспонировать машины для ткачества. Российская империя, г. Москва. 1872 г. На трех листах. Бумага. Рукопись. 27,0х21,0 см. ПМ КП 16463/10",Нет данных,Без видимых повреждений,АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T15:35:30+03:00,DOCUMENTS,0,0,0,1
"Письмо г-на Виндовера в Комитет по устройству Политехнической выставки с уведомлением об отправке фактур и об условиях вскрытия ящиков с экспонатами. Великобритания, г. Лондон. 1872 г. На одном листе. Фирменный бланк, автограф. Бумага. 20,0х25,0 см. ПМ КП 16467/19",Нет данных,Без видимых повреждений,АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T15:35:30+03:00,DOCUMENTS,0,0,0,1
"Личное дело члена АССНАТа Абара Оскара Александровича 1895 г.р. Переписка о его статьях по гипнозу, о сне и сновидных состояниях. 1925-1926 гг. Бумага. ПМ КП 21146",Нет данных,Без видимых повреждений,АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T15:38:13+03:00,DOCUMENTS,0,0,0,1
"Фотография ч/б ""Редукторный турбобур ТР-8 на мостках 8 буровой № 155 треста ""Первомай бурнефть"". СССР, 1950-1970 гг. (?). На одном листе. Фотобумага. 12х9 см. ПМ КП 24111/51",Нет данных,"Бумага загрязнена, углы обтрёпаны",АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T15:41:14+03:00,DOCUMENTS,0,0,0,0
"Лист из альбома с фотографией ""Советский - Крекинг. Ретурбенды конвекционной камеры"". СССР, г. Баку. 1931-1934 гг. (?). Фотография наклеена на картон бежевого цвета. Фотобумага глянцевая, картон. Фотография: 22х16 см; лист: 20х27 см. ПМ КП 24111/68",Нет данных,"Картон пожелтел, пятна, заломы, вверху - следы проколов",АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T15:41:14+03:00,DOCUMENTS,0,0,0,0
"Схема завода ""Советский крекинг"". СССР, Азербайджанская ССР, г. Баку. 1930 г. (?). На одном листе. Калька, тушь. ПМ КП 24111/107",Нет данных,Без видимых повреждений,АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T15:41:14+03:00,DOCUMENTS,0,0,0,0
"Оттиск статьи Н.Д. Зелинского и Е.И. Марголиса ""Dehydrogenisation der stereoisomeren Dimetilcyclohexane; Kontakt-Umlagerung der cis- in die trans- Formen"" (""Дегидрогенизация стерео-изомеров диметил-циклогексана. Контактное обращение цис-формы в транс-форму""). Германия, г. Берлин. 1932 г. На пяти листах. На немецком языке. Типографский экземпляр с правкой, карандаш. Статья опубликована: журнал “Berichte der Deutschen chemischen Gesellschaft” (Доклады Немецкого химического общества), выпуск 9. Бумага. 23,0х15,1 см. ПМ КП 30467/68",Нет данных,"Бумага пожелтела, края обложки потемнели",АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T17:20:51+03:00,DOCUMENTS,0,0,0,1
"Оттиск статьи Н.Д. Зелинского и М. Туровой-Поляк ""Uber eine einfache Methode zur vollstandiden Umlagerung des cis-Dekahydro-naphtalins in die trans-Form"" (""О простом методе полного превращения цис-декагидронафталинов в транс-форму""). Германия, г. Берлин. 1932 г. На четырёх листах. На немецком языке. Типографский экземпляр с правкой, карандаш. Статья опубликована: журнал “Berichte der Deutschen chemischen Gesellschaft” (Доклады Немецкого химического общества), выпуск 8. Бумага. 23,0х15,5 см. ПМ КП 30467/69",Нет данных,"Бумага пожелтела, углы обложки загнуты",АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T17:20:51+03:00,DOCUMENTS,0,0,0,0
"Оттиск статьи Н.Д. Зелинского и Н.П. Шуйкин ""О гидрировании фуранового ядра осмиевым катализатором"". СССР, г. Москва. 1933 г. На трёх листах. Типографский экземпляр с правкой, карандаш, чернила. Статья опубликована: журнал ""Доклады Академии наук СССР"". Бумага. 25,5х17,7 см. ПМ КП 30467/70",Нет данных,"Бумага пожелтела, по левому краю – отверстия от дырокола, следы проколов, по правому краю – надрыв",АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T17:20:51+03:00,DOCUMENTS,0,0,0,0
"Оттиск статьи Н.Д. Зелинского, Курта Пакендорфа и Л. Ледер-Пакендорф ""Uber die selektive katalytische Reduktion von Ketonen"" (""О селективном каталитическом восстановлении кетонов""). Германия, г. Берлин. 1933 г. На четырёх листах. На немецком языке. Типографский экземпляр с правкой, карандаш, чернила. Статья опубликована: журнал “Berichte der Deutschen chemischen Gesellschaft” (Доклады Немецкого химического общества), выпуск 6. Бумага. 22,9х15,7 см. ПМ КП 30467/74",Нет данных,"Бумага пожелтела, по левому краю – отверстия от дырокола, следы проколов",АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T17:20:51+03:00,DOCUMENTS,0,0,0,0
"Оттиск статьи Курта Пакендорфа, Н.Д. Зелинского и Л. Ледер-Пакендорф ""Uber das Verhalten des Ketens bei der Friedel-Craftsschen Reaktion"" (""О поведении кетенов в реакции Фриделя-Крафтса""). Германия, г. Берлин. 1933 г. На пяти листах. На немецком языке. Типографский экземпляр с правкой, карандаш, чернила, подпись А. Платэ. Статья опубликована: журнал “Berichte der Deutschen chemischen Gesellschaft” (Доклады Немецкого химического общества), выпуск 8. Бумага. 23,0х15,7 см. ПМ КП 30467/75",Нет данных,"Бумага пожелтела, по левому краю – отверстия от дырокола, следы проколов",АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T17:20:51+03:00,DOCUMENTS,0,0,0,0
"Оттиск статьи Н.Д. Зелинского, С.Е. Михлиной и М.С. Эвентовой ""Uber neue Kohlenwasserstoffe der Cyclopentan-Reihe und ihre Passivitat gegenuber der Dehydrogenisations-Katalyse"" (""О новых углеводородах циклопентанового ряда и их пассивности по отношению к дегидрогенизационному катализу""). Германия, г. Берлин. 1933 г. На пяти листах. На немецком языке. Типографский экземпляр с правкой, карандаш, чернила. Статья опубликована: журнал “Berichte der Deutschen chemischen Gesellschaft” (Доклады Немецкого химического общества), выпуск 9. Бумага. 23,0х15,6 см. ПМ КП 30467/77",Нет данных,"Бумага пожелтела, по левому краю – отверстия от дырокола, следы проколов",АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T17:20:51+03:00,DOCUMENTS,0,0,0,0
"Оттиск статьи Н.Д. Зелинского, Б.М. Михайлова и Ю.А. Арбузова ""Термическое разложение циклогексановых углеводородов"". СССР, г. Москва (?). 1934 г. (?). На восьми листах. Типографский экземпляр с правкой, карандаш, чернила. Статья опубликована: ""Журнал общей химии"". Том IV, выпуск 6. Бумага. 25,0х17,4 см. ПМ КП 30467/78",Нет данных,"Бумага пожелтела, загрязнена, помята, по левому краю – отверстия от дырокола, следы проколов, ржавчина от скрепок. Первый и второй, седьмой и восьмой листы склеены между собой",АРХИВНЫЕ ДОКУМЕНТЫ,NA,NA,NA,NA,2018-09-11T17:20:51+03:00,DOCUMENTS,0,0,0,0
